index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
532,1,kited,2,The businessman kited millions of dollars,The businessman [Mask] millions of dollars,"Suddenly , the proprietor emerged from his office",emerged,4
533,1,kited,2,The businessman kited millions of dollars,The businessman [Mask] millions of dollars,He declared that he needed more money to carry out the task he was charged with,declared,1
534,1,kited,2,The businessman kited millions of dollars,The businessman [Mask] millions of dollars,the money vanished in las Vegas,vanished,2
535,0,offset,0,offset the conference proceedings,[Mask] the conference proceedings,The witness related the events .,related,2
536,0,flapped,2,The bird flapped its wings,The bird [Mask] its wings,the sky flushed with rosy splendor,flushed,2
537,0,peeped,1,He peeped at the woman through the window .,He [Mask] at the woman through the window .,He peeped his head through the window .,peeped,1
538,0,refer,1,Christians refer to the mother of Jesus as the Virgin Mary,Christians [Mask] to the mother of Jesus as the Virgin Mary,She breathes the Christian spirit,breathes,1
539,0,trenched,1,He trenched his military camp,He [Mask] his military camp,Life in the camp drained him .,drained,4
540,0,propagate,3,Sound and light propagate in this medium .,Sound and light [Mask] in this medium .,This scene acts well,acts,2
541,0,kited,2,The pilot kited for a long time over the mountains,The pilot [Mask] for a long time over the mountains,The stunt pilot looped his plane .,looped,3
542,0,ping,0,ping your machine in the office,[Mask] your machine in the office,He heaped him with work,heaped,1
543,1,sits,3,The White House sits on Pennsylvania Avenue,The White House [Mask] on Pennsylvania Avenue,The building was levelled,levelled,3
544,1,sits,3,The White House sits on Pennsylvania Avenue,The White House [Mask] on Pennsylvania Avenue,rail off the crowds from the Presidential palace,rail,0
545,1,sits,3,The White House sits on Pennsylvania Avenue,The White House [Mask] on Pennsylvania Avenue,This neighborhood is segregated,segregated,3
546,0,puffed,3,he huffed and puffed as he made his way up the mountain,he huffed and [Mask] as he made his way up the mountain,The hiker negociated the high mountain pass,negociated,2
547,0,sense,1,I sense his hostility,I [Mask] his hostility,I swallowed my anger and kept quiet,swallowed,1
548,1,put,1,She put too much emphasis on her the last statement,She [Mask] too much emphasis on her the last statement,She must answer for her actions,answer,2
549,1,put,1,She put too much emphasis on her the last statement,She [Mask] too much emphasis on her the last statement,She talks a lot of nonsense .,talks,1
550,1,put,1,She put too much emphasis on her the last statement,She [Mask] too much emphasis on her the last statement,She denoted her feelings clearly,denoted,1
551,0,flapping,4,The bird's wings were flapping,The bird's wings were [Mask],the sky flushed with rosy splendor,flushed,2
552,0,sell,2,These books sell like hot cakes .,These books [Mask] like hot cakes .,She devoured his novels,devoured,1
553,0,jammed,2,the mechanism jammed,the mechanism [Mask],This poses an interesting question,poses,1
554,0,scored,1,She scored the clay before firing it .,She [Mask] the clay before firing it .,Mud was sucking at her feet,sucking,2
555,1,stampede,3,Companies will now stampede to release their latest software,Companies will now [Mask] to release their latest software,The companies consolidated,consolidated,2
556,1,stampede,3,Companies will now stampede to release their latest software,Companies will now [Mask] to release their latest software,A new word processor was introduced,introduced,5
557,1,stampede,3,Companies will now stampede to release their latest software,Companies will now [Mask] to release their latest software,You must factor in the recent developments,factor,2
558,1,locked,2,They were locked in embrace .,They were [Mask] in embrace .,The lovers held hands while walking .,walking,5
559,1,locked,2,They were locked in embrace .,They were [Mask] in embrace .,The situation was rather involved,involved,4
560,1,locked,2,They were locked in embrace .,They were [Mask] in embrace .,She dismissed his advances,dismissed,1
561,1,porting,2,We were porting all in the club after dinner,We were [Mask] all in the club after dinner,The parties negociated all night,negociated,2
562,1,porting,2,We were porting all in the club after dinner,We were [Mask] all in the club after dinner,They processed into the dining room,processed,1
563,1,porting,2,We were porting all in the club after dinner,We were [Mask] all in the club after dinner,We tasted wines last night,tasted,1
564,1,mapped,2,sorrow was mapped on the mother's face,sorrow was [Mask] on the mother's face,Tears streamed down her face,streamed,1
565,1,mapped,2,sorrow was mapped on the mother's face,sorrow was [Mask] on the mother's face,The mother deserted her children,deserted,2
566,1,mapped,2,sorrow was mapped on the mother's face,sorrow was [Mask] on the mother's face,She shed a lot of tears when this happened .,shed,1
567,1,flush,0,flush the wound with antibiotics,[Mask] the wound with antibiotics,the infection spread,spread,2
568,1,flush,0,flush the wound with antibiotics,[Mask] the wound with antibiotics,The doctor distilled a few drops of disinfectant onto the wound,distilled,2
569,1,flush,0,flush the wound with antibiotics,[Mask] the wound with antibiotics,The doctor distilled a few drops of disinfectant onto the wound,distilled,2
570,0,sell,2,The brothers sell shoes .,The brothers [Mask] shoes .,flood the market with tennis shoes,flood,0
571,1,climb,6,This young man knows how to climb the social ladder,This young man knows how to [Mask] the social ladder,He joined the Communist Party as a young man,joined,1
572,1,climb,6,This young man knows how to climb the social ladder,This young man knows how to [Mask] the social ladder,he is exploiting the students,exploiting,2
573,1,climb,6,This young man knows how to climb the social ladder,This young man knows how to [Mask] the social ladder,he could do many things if he pleased,pleased,7
574,0,ordained,2,He was ordained in the Church .,He was [Mask] in the Church .,The Church reformed me,reformed,2
575,0,refer,0,refer a patient to a specialist,[Mask] a patient to a specialist,lay a responsibility on someone,lay,0
576,1,level,3,I have to level with you,I have to [Mask] with you,let's review your situation,review,1
577,1,level,3,I have to level with you,I have to [Mask] with you,Would you change places with me ?,change,2
578,1,level,3,I have to level with you,I have to [Mask] with you,You must accept yourself and others if you really want to live,live,11
579,1,puffing,1,A puffing kind of man,A [Mask] kind of man,excuse someone's behavior,excuse,0
580,1,puffing,1,A puffing kind of man,A [Mask] kind of man,His eyes were watering,watering,3
581,1,puffing,1,A puffing kind of man,A [Mask] kind of man,he could do many things if he pleased,pleased,7
582,0,relates,1,She relates well to her peers,She [Mask] well to her peers,She radiates happiness,radiates,1
583,0,ported,5,The small canoe could be ported easily,The small canoe could be [Mask] easily,The river thundered below .,thundered,2
584,1,showered,1,He showered her with presents,He [Mask] her with presents,He remembered her in his will,remembered,1
585,1,showered,1,He showered her with presents,He [Mask] her with presents,She dismissed his advances,dismissed,1
586,1,showered,1,He showered her with presents,He [Mask] her with presents,She poisoned her husband,poisoned,1
587,0,admit,3,The French doors admit onto the yard,The French doors [Mask] onto the yard,She clawed the doorknob .,clawed,1
588,0,related,5,How are these two observations related ?,How are these two observations [Mask] ?,This poses an interesting question,poses,1
589,0,designed,4,This room is not designed for work .,This room is not [Mask] for work .,We were keyed after the locks were changed in the building,keyed,2
590,0,appreciate,4,The Germans want to appreciate the Deutsche Mark,The Germans want to [Mask] the Deutsche Mark,deflate the currency,deflate,0
591,0,suspended,4,The prison sentence was suspended .,The prison sentence was [Mask] .,this may land you in jail,land,2
592,1,melted,2,her resistance melted under his charm,her resistance [Mask] under his charm,She dismissed his advances,dismissed,1
593,1,melted,2,her resistance melted under his charm,her resistance [Mask] under his charm,He remembered her in his will,remembered,1
594,1,melted,2,her resistance melted under his charm,her resistance [Mask] under his charm,She looked her devotion to me,looked,1
595,1,tugged,1,She tugged and wrestled with her conflicts,She [Mask] and wrestled with her conflicts,She must answer for her actions,answer,2
596,1,tugged,1,She tugged and wrestled with her conflicts,She [Mask] and wrestled with her conflicts,She denoted her feelings clearly,denoted,1
597,1,tugged,1,She tugged and wrestled with her conflicts,She [Mask] and wrestled with her conflicts,Her strange behavior condemned her,condemned,3
598,1,pumped,1,He pumped bullets into the dummy .,He [Mask] bullets into the dummy .,He landed several blows on his opponent's head,landed,1
599,1,pumped,1,He pumped bullets into the dummy .,He [Mask] bullets into the dummy .,He loaded his gun carefully,loaded,1
600,1,pumped,1,He pumped bullets into the dummy .,He [Mask] bullets into the dummy .,Bullets were spatting down on us,spatting,2
601,0,hurt,3,This exercise will hurt your back,This exercise will [Mask] your back,He squared his shoulders,squared,1
602,0,offset,0,offset deposits and withdrawals,[Mask] deposits and withdrawals,deflate the currency,deflate,0
603,1,smothered,3,the butter cream smothered the cake,the butter cream [Mask] the cake,divide the cake into three equal parts,divide,0
604,1,smothered,3,the butter cream smothered the cake,the butter cream [Mask] the cake,brush the bread with melted butter,brush,0
605,1,smothered,3,the butter cream smothered the cake,the butter cream [Mask] the cake,brush away the crumbs,brush,0
606,1,perturbed,6,The orbits of these stars were perturbed by the passings of a comet,The orbits of these stars were [Mask] by the passings of a comet,The stars gravitate towards each other,gravitate,2
607,1,perturbed,6,The orbits of these stars were perturbed by the passings of a comet,The orbits of these stars were [Mask] by the passings of a comet,A shooting star flashed and was gone,flashed,3
608,1,perturbed,6,The orbits of these stars were perturbed by the passings of a comet,The orbits of these stars were [Mask] by the passings of a comet,Our sense of sight enables us to locate objects in space .,locate,7
609,0,suspended,1,They suspended payments on the loan .,They [Mask] payments on the loan .,juggle an account so as to hide a deficit,juggle,0
610,0,consolidated,3,The mud had consolidated overnight,The mud had [Mask] overnight,Mud was sucking at her feet,sucking,2
611,0,fit,2,Can you fit the toy into the box ?,Can you [Mask] the toy into the box ?,He showered her with presents,showered,1
612,0,ramped,2,The roses ramped over the wall,The roses [Mask] over the wall,the sky flushed with rosy splendor,flushed,2
613,0,drinks,2,The husband drinks and beats his wife,The husband [Mask] and beats his wife,He locked his hands around her neck .,locked,1
614,0,divides,3,The mountain range divides the two countries,The mountain range [Mask] the two countries,The mountain was splashed with snow .,splashed,3
615,0,pin,0,pin the needle to the shirt,[Mask] the needle to the shirt,A puffing kind of man,puffing,1
616,0,excuse,1,Please excuse me from this class,Please [Mask] me from this class,This student heads the class,heads,2
617,0,seized,2,The FBI seized the drugs,The FBI [Mask] the drugs,The police smashed the drug ring after they were tipped off,smashed,2
618,0,stimulate,3,Coffee and tea stimulate me,Coffee and tea [Mask] me,A hot soup will revive me,revive,4
619,0,nags,1,She nags her husband all day long,She [Mask] her husband all day long,She spelled her husband at the wheel,spelled,1
620,0,splashed,1,She splashed the water around her .,She [Mask] the water around her .,She was streaming with sweat,streaming,2
621,0,molded,1,She molded the rice balls carefully,She [Mask] the rice balls carefully,She stuffed herself at the dinner,stuffed,1
622,0,processed,8,The results of the elections were still being processed when he gave his acceptance speech,The results of the elections were still being [Mask] when he gave his acceptance speech,key one's actions to the voters' prevailing attitude,key,0
623,0,emerged,4,"Suddenly , the proprietor emerged from his office","Suddenly , the proprietor [Mask] from his office",The businessman kited millions of dollars,kited,2
624,0,pushed,1,she pushed against the wall with all her strength,she [Mask] against the wall with all her strength,She was streaming with sweat,streaming,2
625,0,executed,6,"In some states , criminals are executed","In some states , criminals are [Mask]",The charges were inflated,inflated,3
626,1,heaped,1,He heaped him with work,He [Mask] him with work,This kind of work exhausts me .,exhausts,4
627,1,heaped,1,He heaped him with work,He [Mask] him with work,He voted for the motion,voted,1
628,1,heaped,1,He heaped him with work,He [Mask] him with work,I worry about my job,worry,1
629,0,provides,2,The will provides that each child should receive half of the money,The will [Mask] that each child should receive half of the money,We poured money into the education of our children .,poured,1
630,0,tell,2,He could tell that she was unhappy,He could [Mask] that she was unhappy,The thought of her unhappiness pricked his conscience,pricked,5
631,1,jampacked,3,the theater was jampacked,the theater was [Mask],"The theater seats 2 , 000",seats,2
632,1,jampacked,3,the theater was jampacked,the theater was [Mask],The building was levelled,levelled,3
633,1,jampacked,3,the theater was jampacked,the theater was [Mask],She acts in this play,acts,1
634,1,drowned,1,She drowned her trouble in alcohol,She [Mask] her trouble in alcohol,She joined him for a drink,joined,1
635,1,drowned,1,She drowned her trouble in alcohol,She [Mask] her trouble in alcohol,moderate your alcohol intake,moderate,0
636,1,drowned,1,She drowned her trouble in alcohol,She [Mask] her trouble in alcohol,The State taxes alcohol heavily .,taxes,2
637,0,discolored,2,The shirts discolored .,The shirts [Mask] .,We can lean on this man,lean,2
638,0,believe,1,I believe that he will come back from the war,I [Mask] that he will come back from the war,He swallowed his words,swallowed,1
639,1,locked,1,He locked his hands around her neck .,He [Mask] his hands around her neck .,She dismissed his advances,dismissed,1
640,1,locked,1,He locked his hands around her neck .,He [Mask] his hands around her neck .,He remembered her in his will,remembered,1
641,1,locked,1,He locked his hands around her neck .,He [Mask] his hands around her neck .,She poisoned her husband,poisoned,1
642,0,teased,2,The children teased the boy because of his stammer,The children [Mask] the boy because of his stammer,rationalize the child's seemingly crazy behavior,rationalize,0
643,1,reformed,2,The Church reformed me,The Church [Mask] me,The church was tithed,tithed,3
644,1,reformed,2,The Church reformed me,The Church [Mask] me,He was ordained in the Church .,ordained,2
645,1,reformed,2,The Church reformed me,The Church [Mask] me,remember me in your prayers,remember,0
646,0,admit,3,This ticket will admit one adult to the show,This ticket will [Mask] one adult to the show,the theater was jampacked,jampacked,3
647,0,sound,0,sound a certain note,[Mask] a certain note,The music swelled to a crescendo,swelled,2
648,0,warned,3,The old man warned the children off his property .,The old man [Mask] the children off his property .,He blazed away at the men .,blazed,1
649,0,register,2,Did you register any change when I pressed the button ?,Did you [Mask] any change when I pressed the button ?,I salute your courage !,salute,1
650,0,Curl,0,"Curl my hair , please .","[Mask] my hair , please .",I have to level with you,level,3
651,0,consolidate,0,consolidate fibers into boards,[Mask] fibers into boards,The artist flowed the washes on the paper,flowed,2
652,0,reviewed,1,she reviewed her achievements with pride,she [Mask] her achievements with pride,She radiates happiness,radiates,1
653,0,tugged,3,The horse finally tugged the cart out of the mud,The horse finally [Mask] the cart out of the mud,Mud was sucking at her feet,sucking,2
654,0,converged,2,The crowd converged on the movie star .,The crowd [Mask] on the movie star .,Hundreds of actors were melting into the scene,melting,4
655,0,socializes,2,He never socializes with his colleagues,He never [Mask] with his colleagues,He heaped him with work,heaped,1
656,1,vested,1,They vested the council with special rights,They [Mask] the council with special rights,execute the decision of the people,execute,0
657,1,vested,1,They vested the council with special rights,They [Mask] the council with special rights,Congress reenacted the law,reenacted,1
658,1,vested,1,They vested the council with special rights,They [Mask] the council with special rights,reform a political system,reform,0
659,1,traced,1,She traced the circumstances of her birth,She [Mask] the circumstances of her birth,She is expecting in March,expecting,2
660,1,traced,1,She traced the circumstances of her birth,She [Mask] the circumstances of her birth,She must answer for her actions,answer,2
661,1,traced,1,She traced the circumstances of her birth,She [Mask] the circumstances of her birth,She had informed on her own parents for years,informed,2
662,0,look,2,You don't look your age !,You don't [Mask] your age !,I salute your courage !,salute,1
663,0,times,3,The good player times his swing so as to hit the ball squarely .,The good player [Mask] his swing so as to hit the ball squarely .,He pasted his opponent,pasted,1
664,0,fueled,2,The tanker fueled in Bahrain,The tanker [Mask] in Bahrain,The Middle East is fermenting,fermenting,4
665,0,spray,0,spray water on someone,[Mask] water on someone,The river thundered below .,thundered,2
666,1,devoured,1,She devoured his novels,She [Mask] his novels,The book stimulated her imagination,stimulated,2
667,1,devoured,1,She devoured his novels,She [Mask] his novels,She likes to read Russian novels,likes,1
668,1,devoured,1,She devoured his novels,She [Mask] his novels,She acts in this play,acts,1
669,0,scaled,1,We scaled the Mont Blanc,We [Mask] the Mont Blanc,We can lean on this man,lean,2
670,0,act,2,You should act like an adult,You should [Mask] like an adult,I have to level with you,level,3
671,1,dashed,0,dashed by the refusal,[Mask] by the refusal,supplicate for permission,supplicate,0
672,1,dashed,0,dashed by the refusal,[Mask] by the refusal,The situation was rather involved,involved,4
673,1,dashed,0,dashed by the refusal,[Mask] by the refusal,vote one's conscience,vote,0
674,1,related,2,The witness related the events .,The witness [Mask] the events .,The witnesses confirmed the victim's account,confirmed,2
675,1,related,2,The witness related the events .,The witness [Mask] the events .,The case was decided,decided,3
676,1,related,2,The witness related the events .,The witness [Mask] the events .,acknowledge the deed,acknowledge,0
677,0,predicated,2,The speech predicated the fitness of the candidate to be President,The speech [Mask] the fitness of the candidate to be President,The candidate ripped into his opponent mercilessly .,ripped,2
678,0,understands,1,She understands French,She [Mask] French,She traced the circumstances of her birth,traced,1
679,0,tie,4,The teams drew a tie,The teams drew a [Mask],one idea squares with the other one,squares,2
680,0,spotted,2,The wine spotted the tablecloth,The wine [Mask] the tablecloth,"after a glass of wine , he lightened up a bit",lightened,7
681,0,named,2,She was named Head of the Committee,She was [Mask] Head of the Committee,She pumped the witnesses for information .,pumped,1
682,0,appear,3,He had to appear in court last month,He had to [Mask] in court last month,They taxed him failure to appear in court .,taxed,1
683,1,crawling,4,The old cheese was crawling with maggots,The old cheese was [Mask] with maggots,spread cheese on a piece of bread,spread,0
684,1,crawling,4,The old cheese was crawling with maggots,The old cheese was [Mask] with maggots,spread the bread with cheese,spread,0
685,1,crawling,4,The old cheese was crawling with maggots,The old cheese was [Mask] with maggots,reseat the old broken chair,reseat,0
686,0,stimulated,2,The book stimulated her imagination,The book [Mask] her imagination,Fear clogged her mind,clogged,1
687,0,correct,4,engineers will work to correct the effects or air resistance,engineers will work to [Mask] the effects or air resistance,He heaped him with work,heaped,1
688,1,streamed,2,their manes streamed like stiff black pennants in the wind,their manes [Mask] like stiff black pennants in the wind,flags flapped in the strong wind,flapped,1
689,1,streamed,2,their manes streamed like stiff black pennants in the wind,their manes [Mask] like stiff black pennants in the wind,wear one's hair in a certain way,wear,0
690,1,streamed,2,their manes streamed like stiff black pennants in the wind,their manes [Mask] like stiff black pennants in the wind,The fields vegetate vigorously,vegetate,2
691,0,gained,1,She gained 20 pounds when she stopped exercising,She [Mask] 20 pounds when she stopped exercising,She was streaming with sweat,streaming,2
692,0,ended,3,The terrible news ended our hopes that he had survived .,The terrible news [Mask] our hopes that he had survived .,The bad news shook her hopes .,shook,3
693,0,gathered,2,Our ancestors gathered nuts in the Fall .,Our ancestors [Mask] nuts in the Fall .,The sun glared down on us,glared,2
694,1,sifted,1,They sifted through the job candidates .,They [Mask] through the job candidates .,admit someone to the profession,admit,0
695,1,sifted,1,They sifted through the job candidates .,They [Mask] through the job candidates .,She uses her influential friends to get jobs,uses,1
696,1,sifted,1,They sifted through the job candidates .,They [Mask] through the job candidates .,The companies consolidated,consolidated,2
697,0,erupts,1,Vesuvius erupts once in a while,Vesuvius [Mask] once in a while,This poses an interesting question,poses,1
698,0,signed,1,He signed to play the casino on December 18 .,He [Mask] to play the casino on December 18 .,He pasted his opponent,pasted,1
699,0,coopted,1,We coopted the independent minority tribes by pulling them into the Northern Alliance,We [Mask] the independent minority tribes by pulling them into the Northern Alliance,The treaty neutralized the small republic,neutralized,2
700,0,stagger,4,The architect decided to stagger the chairs in the lecture hall .,The architect decided to [Mask] the chairs in the lecture hall .,The ramped auditorium,ramped,1
701,0,inducted,4,The young geisha was inducted into the ways of her profession .,The young geisha was [Mask] into the ways of her profession .,She tugged for years to make a decent living,tugged,1
702,0,vegetated,3,The bacterial growth vegetated along,The bacterial growth [Mask] along,flush the wound with antibiotics,flush,0
703,0,blend,2,The colors blend well .,The colors [Mask] well .,This scene acts well,acts,2
704,0,tease,0,tease tissue for microscopic examinations,[Mask] tissue for microscopic examinations,This poses an interesting question,poses,1
705,0,sounds,2,This record sounds scratchy,This record [Mask] scratchy,This scene acts well,acts,2
706,0,floated,1,He floated the logs down the river,He [Mask] the logs down the river,The river thundered below .,thundered,2
707,0,perturbed,3,She was rather perturbed by the news that her father was seriously ill,She was rather [Mask] by the news that her father was seriously ill,The bad news shook her hopes .,shook,3
708,0,posed,1,She posed as the Czar's daughter,She [Mask] as the Czar's daughter,She traced the circumstances of her birth,traced,1
709,0,rubricated,4,the manuscript is not rubricated,the manuscript is not [Mask],He tacked together some verses,tacked,1
710,1,pouring,2,People were pouring out of the theater .,People were [Mask] out of the theater .,"The theater seats 2 , 000",seats,2
711,1,pouring,2,People were pouring out of the theater .,People were [Mask] out of the theater .,The crowd converged on the movie star .,converged,2
712,1,pouring,2,People were pouring out of the theater .,People were [Mask] out of the theater .,The children were thrilled at the prospect of going to the movies,thrilled,3
713,1,buzzed,1,he buzzed the servant,he [Mask] the servant,She whistled for her maid,whistled,1
714,1,buzzed,1,he buzzed the servant,he [Mask] the servant,He bowed before the King,bowed,1
715,1,buzzed,1,he buzzed the servant,he [Mask] the servant,He painted his mistress many times,painted,1
716,0,leaned,1,She leaned over the banister,She [Mask] over the banister,She clawed the doorknob .,clawed,1
717,0,landed,2,the enemy landed several of our aircraft,the enemy [Mask] several of our aircraft,The stunt pilot looped his plane .,looped,3
718,0,vouch,2,Will he vouch for me ?,Will he [Mask] for me ?,A puffing kind of man,puffing,1
719,0,lends,2,Her presence lends a certain cachet to the company,Her presence [Mask] a certain cachet to the company,She pumped the witnesses for information .,pumped,1
720,0,attacked,2,The Serbs attacked the village at night,The Serbs [Mask] the village at night,The children traced along the edge of the dark forest,traced,2
721,0,warned,1,I warned you that I would ask some difficult questions .,I [Mask] you that I would ask some difficult questions .,I have to level with you,level,3
722,1,mellow,4,These apples need to mellow a bit more,These apples need to [Mask] a bit more,introduce exotic fruits,introduce,0
723,1,mellow,4,These apples need to mellow a bit more,These apples need to [Mask] a bit more,A few words would answer,answer,4
724,1,mellow,4,These apples need to mellow a bit more,These apples need to [Mask] a bit more,You must confront your problems,confront,2
725,0,count,2,Can you count the books on your shelf ?,Can you [Mask] the books on your shelf ?,She hunted for her reading glasses but was unable to locate them,hunted,1
726,1,roots,2,The problem roots in her depression,The problem [Mask] in her depression,She denoted her feelings clearly,denoted,1
727,1,roots,2,The problem roots in her depression,The problem [Mask] in her depression,He could tell that she was unhappy,tell,2
728,1,roots,2,The problem roots in her depression,The problem [Mask] in her depression,Tears streamed down her face,streamed,1
729,0,salt,3,people used to salt meats on ships,people used to [Mask] meats on ships,They are railing for fresh fish,railing,2
730,0,retains,2,This soil retains water,This soil [Mask] water,The heavy rain guttered the soil .,guttered,3
731,1,topped,2,The hikers topped the mountain just before noon,The hikers [Mask] the mountain just before noon,he declined to join the group on a hike,declined,1
732,1,topped,2,The hikers topped the mountain just before noon,The hikers [Mask] the mountain just before noon,blast a passage through the mountain,blast,0
733,1,topped,2,The hikers topped the mountain just before noon,The hikers [Mask] the mountain just before noon,The path ascended to the top of the hill .,ascended,2
734,0,interrupt,1,We interrupt the program for the following messages,We [Mask] the program for the following messages,He sifted the information .,sifted,1
735,0,penetrate,6,The hikers did not manage to penetrate the dense forest .,The hikers did not manage to [Mask] the dense forest .,The hikers topped the mountain just before noon,topped,2
736,0,inclined,1,He inclined his ear to the wise old man,He [Mask] his ear to the wise old man,He swallowed his words,swallowed,1
737,0,circulates,1,Blood circulates in my veins .,Blood [Mask] in my veins .,flush the wound with antibiotics,flush,0
738,0,impressed,4,The young chess player impressed her audience,The young chess player [Mask] her audience,He pasted his opponent,pasted,1
739,0,galloping,2,He was galloping down the road,He was [Mask] down the road,A puffing kind of man,puffing,1
740,1,head,2,These rivers head from a mountain range in the Himalayas,These rivers [Mask] from a mountain range in the Himalayas,blast a passage through the mountain,blast,0
741,1,head,2,These rivers head from a mountain range in the Himalayas,These rivers [Mask] from a mountain range in the Himalayas,The mountain range divides the two countries,divides,3
742,1,head,2,These rivers head from a mountain range in the Himalayas,These rivers [Mask] from a mountain range in the Himalayas,trees line the riverbank,line,1
743,1,uprooted,2,The war uprooted many people .,The war [Mask] many people .,The soldiers were fired,fired,3
744,1,uprooted,2,The war uprooted many people .,The war [Mask] many people .,execute the decision of the people,execute,0
745,1,uprooted,2,The war uprooted many people .,The war [Mask] many people .,Many people immigrated at the beginning of the 20th century,immigrated,2
746,0,preserve,0,preserve the forest and the lakes,[Mask] the forest and the lakes,The children traced along the edge of the dark forest,traced,2
747,0,introduced,5,A new word processor was introduced,A new word processor was [Mask],The age of computers had dawned,dawned,5
748,0,looked,1,We looked all day and finally found the child in the forest,We [Mask] all day and finally found the child in the forest,The children traced along the edge of the dark forest,traced,2
749,0,jammed,2,The driver jammed the brake pedal to the floor,The driver [Mask] the brake pedal to the floor,She spelled her husband at the wheel,spelled,1
750,0,attended,5,The children in the audience attended the recital quietly,The children in the audience [Mask] the recital quietly,The ramped auditorium,ramped,1
751,0,deflated,2,The balloons deflated,The balloons [Mask],Make the people's hearts glow,glow,4
752,1,climbed,1,prices climbed steeply,prices [Mask] steeply,He quoted prices for cars .,quoted,1
753,1,climbed,1,prices climbed steeply,prices [Mask] steeply,This sounds interesting,sounds,1
754,1,climbed,1,prices climbed steeply,prices [Mask] steeply,The situation was rather involved,involved,4
755,1,talk,1,Actions talk louder than words .,Actions [Mask] louder than words .,excuse someone's behavior,excuse,0
756,1,talk,1,Actions talk louder than words .,Actions [Mask] louder than words .,The screaming redoubled,redoubled,2
757,1,talk,1,Actions talk louder than words .,Actions [Mask] louder than words .,put these words to music,put,0
758,0,compare,4,This car does not compare with our line of Mercedes,This car does not [Mask] with our line of Mercedes,The colors don't harmonize,harmonize,3
759,0,fractured,2,The pothole fractured a bolt on the axle .,The pothole [Mask] a bolt on the axle .,He absorbed the costs for the accident .,absorbed,1
760,0,claimed,2,the accident claimed three lives,the accident [Mask] three lives,The witness related the events .,related,2
761,0,produces,3,The Bordeaux region produces great red wines,The Bordeaux region [Mask] great red wines,This rare Bordeaux must be allowed to breathe for at least 2 hours,breathe,7
762,1,floating,3,The Republicans are floating the idea of a tax reform,The Republicans are [Mask] the idea of a tax reform,The taxes were remitted,remitted,3
763,1,floating,3,The Republicans are floating the idea of a tax reform,The Republicans are [Mask] the idea of a tax reform,He exploit the new taxation system,exploit,1
764,1,floating,3,The Republicans are floating the idea of a tax reform,The Republicans are [Mask] the idea of a tax reform,They belong to the same political party,belong,1
765,0,build,0,build a defense on nothing but the accused person's reputation,[Mask] a defense on nothing but the accused person's reputation,level criticism or charges at somebody,level,0
766,1,govern,3,most transitive verbs govern the accusative case in German,most transitive verbs [Mask] the accusative case in German,Subjects and verbs must always agree in English,agree,5
767,1,govern,3,most transitive verbs govern the accusative case in German,most transitive verbs [Mask] the accusative case in German,Most English adjectives precede the noun they modify,precede,3
768,1,govern,3,most transitive verbs govern the accusative case in German,most transitive verbs [Mask] the accusative case in German,"in many languages , speakers decline nouns , pronouns , and adjectives",decline,5
769,0,seized,2,the invaders seized the land and property of the inhabitants,the invaders [Mask] the land and property of the inhabitants,The immigrants were quickly absorbed into society .,absorbed,4
770,0,remit,2,God will remit their sins,God will [Mask] their sins,She breathes the Christian spirit,breathes,1
771,0,dawn,3,"It started to dawn , and we had to get up","It started to [Mask] , and we had to get up",We were keyed after the locks were changed in the building,keyed,2
772,1,pierced,2,The cold pierced her bones .,The cold [Mask] her bones .,The muscles in her face convulsed,convulsed,5
773,1,pierced,2,The cold pierced her bones .,The cold [Mask] her bones .,Winter is approaching,approaching,2
774,1,pierced,2,The cold pierced her bones .,The cold [Mask] her bones .,"In winter , the days shorten",shorten,5
775,0,attested,4,This word is not attested until 1993,This word is not [Mask] until 1993,The age of computers had dawned,dawned,5
776,0,ruffled,2,The bird ruffled its feathers .,The bird [Mask] its feathers .,the sky flushed with rosy splendor,flushed,2
777,0,stooped,2,The eagle stooped on the mice in the field .,The eagle [Mask] on the mice in the field .,The soldiers sifted through the woods .,sifted,2
778,0,locked,1,She locked her jewels in the safe .,She [Mask] her jewels in the safe .,She stepped into a life of luxury,stepped,1
779,0,grind,0,grind designs into the glass bowl,[Mask] designs into the glass bowl,The artist flowed the washes on the paper,flowed,2
780,0,consolidate,0,consolidate one's gains,[Mask] one's gains,harmonize one's goals with one's abilities,harmonize,0
781,0,begins,2,The novel begins with a murder,The novel [Mask] with a murder,She devoured his novels,devoured,1
782,0,age,1,we age every day - - what a depressing thought !,we [Mask] every day - - what a depressing thought !,The problem roots in her depression,roots,2
783,0,professed,1,she professed herself as a nun,she [Mask] herself as a nun,She breathes the Christian spirit,breathes,1
784,0,hunt,4,The King used to hunt these forests,The King used to [Mask] these forests,they had to treat with the King,treat,3
785,1,juggle,3,She had to juggle her job and her children,She had to [Mask] her job and her children,The mother deserted her children,deserted,2
786,1,juggle,3,She had to juggle her job and her children,She had to [Mask] her job and her children,She must answer for her actions,answer,2
787,1,juggle,3,She had to juggle her job and her children,She had to [Mask] her job and her children,She had informed on her own parents for years,informed,2
788,1,pushing,7,The guy hanging around the school is pushing drugs,The guy hanging around the school is [Mask] drugs,he is exploiting the students,exploiting,2
